Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-01-03T05:35:17.079Z","","","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:34:38.819Z","","","Included","claude-4.5-opus-high-thinking","Yes","6705","21","161106","7871","175703","Included"
"2026-01-03T05:33:37.822Z","","","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:33:34.229Z","","","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:33:27.031Z","","","Included","claude-4.5-opus-high-thinking","Yes","5002","21","156104","5932","167059","Included"
"2026-01-03T05:32:42.889Z","","","Included","claude-4.5-opus-high-thinking","Yes","3184","21","152920","191","156316","Included"
"2026-01-03T05:32:39.279Z","","","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:28:53.632Z","","","Included","claude-4.5-opus-high-thinking","Yes","13209","21","139711","2506","155447","Included"
"2026-01-03T05:28:35.228Z","","","Included","claude-4.5-opus-high-thinking","Yes","2926","21","136785","13100","152832","Included"
"2026-01-03T05:28:14.375Z","","","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:28:04.703Z","","","Included","claude-4.5-opus-high-thinking","Yes","5918","21","130867","2698","139504","Included"
"2026-01-03T05:27:57.634Z","","","Included","claude-4.5-opus-high-thinking","Yes","26306","21","104561","215","131103","Included"
"2026-01-03T05:27:55.272Z","","","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:27:46.647Z","","","Included","claude-4.5-opus-high-thinking","Yes","90849","5361","13712","582","110504","Included"
"2026-01-03T05:26:00.087Z","","","Errored, No Charge","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","-"
"2026-01-03T05:25:37.240Z","","","Included","claude-4.5-sonnet-thinking","Yes","11601","14","87793","5928","105336","Included"
"2026-01-03T05:25:37.110Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:25:35.737Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:25:35.260Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:25:34.605Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:25:34.046Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:25:33.379Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:25:32.534Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:25:31.301Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:25:28.116Z","","","Included","claude-4.5-sonnet-thinking","Yes","16866","14","70927","820","88627","Included"
"2026-01-03T05:25:27.520Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:25:27.477Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:25:26.259Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:25:25.910Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:25:25.513Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:25:25.157Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:25:24.990Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:25:13.249Z","","","Included","claude-4.5-sonnet-thinking","Yes","70927","3221","0","1327","75475","Included"
"2026-01-03T05:18:01.172Z","","","Included","claude-4.5-opus-high-thinking","No","211575","73752","169826","13182","468335","Included"
"2026-01-03T05:00:37.776Z","","","Included","claude-4.5-opus-high-thinking","No","278978","743","904851","15928","1200500","Included"
"2026-01-03T04:43:18.161Z","","","Included","claude-4.5-opus-high-thinking","No","120811","333","975241","53782","1150167","Included"
"2026-01-03T04:38:55.621Z","","","Included","claude-4.5-opus-high-thinking","No","153875","5926","288355","5924","454080","Included"
"2026-01-03T04:32:42.971Z","","","Included","claude-4.5-opus-high-thinking","No","223","219","107481","5621","113544","Included"
"2026-01-03T04:28:24.122Z","","","Included","claude-4.5-opus-high-thinking","No","92718","72","174173","837","267800","Included"
"2026-01-03T04:04:16.267Z","","","Included","claude-4.5-opus-high-thinking","No","89807","139422","105138","22608","356975","Included"
"2026-01-03T01:43:09.193Z","","","Included","claude-4.5-sonnet-thinking","Yes","496","10","211099","654","212259","Included"
"2026-01-03T01:41:12.751Z","","","Included","claude-4.5-sonnet-thinking","Yes","10478","11","200621","134","211244","Included"
"2026-01-03T01:41:11.866Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T01:39:29.700Z","","","Included","claude-4.5-sonnet-thinking","Yes","9974","11","190647","10016","210648","Included"
"2026-01-03T01:39:28.687Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T01:38:03.785Z","","","Included","claude-4.5-sonnet-thinking","Yes","7901","11","182746","9294","199952","Included"
"2026-01-03T01:38:02.830Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T01:36:43.793Z","","","Included","claude-4.5-sonnet-thinking","Yes","6148","11","176598","7440","190197","Included"
"2026-01-03T01:36:42.660Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T01:34:56.973Z","","","Included","claude-4.5-sonnet-thinking","Yes","9313","11","167285","5683","182292","Included"
"2026-01-03T01:34:56.012Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T01:33:41.951Z","","","Included","claude-4.5-sonnet-thinking","Yes","6028","11","161257","8573","175869","Included"
"2026-01-03T01:33:40.197Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T01:32:20.512Z","","","Included","claude-4.5-sonnet-thinking","Yes","6503","10","154754","5566","166833","Included"
"2026-01-03T01:32:13.929Z","","","Included","claude-4.5-sonnet-thinking","Yes","497","11","154257","6436","161201","Included"
"2026-01-03T01:32:08.305Z","","","Errored, No Charge","claude-4.5-sonnet-thinking","Yes","755","13","153502","92","154362","-"
"2026-01-03T01:32:07.169Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T01:31:16.777Z","","","Included","claude-4.5-sonnet-thinking","Yes","6645","13","146857","291","153806","Included"
"2026-01-03T01:31:16.044Z","","","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T01:31:09.687Z","","","Included","claude-4.5-sonnet-thinking","Yes","133278","2562","13579","3637","153056","Included"
"2026-01-03T01:27:41.414Z","","","Errored, No Charge","gemini-3-pro-preview","Yes","0","0","0","0","0","-"
"2026-01-03T01:23:06.107Z","","","Errored, No Charge","gemini-3-pro-preview","Yes","0","0","0","0","0","-"
"2026-01-03T01:22:45.995Z","","","Included","gemini-3-pro-preview","Yes","0","153835","0","214","154049","Included"
"2026-01-03T01:22:33.857Z","","","Included","gemini-3-pro-preview","Yes","0","0","0","0","0","Included"
"2026-01-02T21:23:05.382Z","","","Errored, No Charge","gemini-3-pro-preview","Yes","0","0","0","0","0","-"
"2026-01-02T21:23:05.245Z","","","Included","gemini-3-pro-preview","Yes","0","0","0","0","0","Included"
"2026-01-02T21:22:56.697Z","","","Included","gemini-3-pro-preview","Yes","0","6055","150233","94","156382","Included"
"2026-01-02T21:20:07.727Z","","","Errored, No Charge","gemini-3-pro-preview","Yes","0","0","0","0","0","-"
"2026-01-02T21:20:00.011Z","","","Included","gemini-3-pro-preview","Yes","0","2179","165198","42","167419","Included"
"2026-01-02T21:19:59.962Z","","","Included","gemini-3-pro-preview","Yes","0","0","0","0","0","Included"
"2026-01-02T21:19:47.949Z","","","Included","gemini-3-pro-preview","Yes","0","9857","157314","24","167195","Included"
"2026-01-02T21:19:12.379Z","","","Included","gemini-3-pro-preview","Yes","0","7278","157461","42","164781","Included"
"2026-01-02T21:19:12.340Z","","","Included","gemini-3-pro-preview","Yes","0","0","0","0","0","Included"
"2026-01-02T21:18:59.743Z","","","Included","gemini-3-pro-preview","Yes","0","6373","158232","19","164624","Included"
"2026-01-02T21:18:59.321Z","","","Included","gemini-3-pro-preview","Yes","0","0","0","0","0","Included"
"2026-01-02T21:18:35.617Z","","","Included","gemini-3-pro-preview","Yes","0","5683","150239","94","156016","Included"
"2026-01-02T21:17:41.166Z","","","Errored, No Charge","gemini-3-pro-preview","Yes","0","0","0","0","0","-"
"2026-01-02T21:16:40.035Z","","","Included","gemini-3-pro-preview","Yes","0","2589","149630","1208","153427","Included"
"2026-01-02T21:16:39.875Z","","","Included","gemini-3-pro-preview","Yes","0","0","0","0","0","Included"
"2026-01-02T21:16:07.561Z","","","Included","gemini-3-pro-preview","Yes","0","143314","8361","216","151891","Included"
"2026-01-02T21:09:53.493Z","","","Included","claude-4.5-opus-high-thinking","No","130765","108","323279","4724","458876","Included"
"2026-01-02T20:54:06.961Z","","","Included","claude-4.5-opus-high-thinking","No","9872","566","57803","1378","69619","Included"
"2026-01-02T20:44:00.486Z","","","Included","composer-1","No","13725","0","24032","1867","39624","Included"
